,name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,loan
1531,Mateo Barac,Centre-Back,27,1.5,Russia,Premier Liga,FC Sochi,Russia,Premier Liga,Krylya Sovetov Samara,0.5,False
1532,Gustav Berggren,Central Midfield,24,1.5,Sweden,Allsvenskan,BK Häcken,Poland,Ekstraklasa,Rakow Czestochowa,0.5,False
1533,Thomas Monconduit,Defensive Midfield,31,1.5,France,Ligue 1,FC Lorient,France,Ligue 2,AS Saint-Étienne,0.5,False
1534,Christian Makoun,Centre-Back,22,1.5,United States,MLS,Charlotte FC,United States,MLS,New England Revolution,0.364,False
1535,Wesley Gasolina,Right Midfield,22,1.5,Italy,Serie C - A,Juventus Next Gen,Brazil,Série B,Cruzeiro Esporte Clube,0.35,False
1536,Luca Itter,Left-Back,23,1.5,Germany,Bundesliga,SC Freiburg,Germany,2. Bundesliga,SpVgg Greuther Fürth,0.3,False
1537,Grigoris Kastanos,Central Midfield,24,1.5,Italy,Serie C - A,Juventus Next Gen,Italy,Serie A,US Salernitana 1919,0.3,False
1538,Jhegson Méndez,Defensive Midfield,25,1.5,United States,MLS,Orlando City SC,United States,MLS,Los Angeles FC,0.273,False
1539,Damjan Bohar,Left Winger,30,1.5,Croatia,SuperSport HNL,NK Osijek,Poland,Ekstraklasa,Zaglebie Lubin,0.25,False
1540,Bradley de Nooijer,Left-Back,24,1.5,Romania,SuperLiga,FCV Farul Constanta,Bulgaria,efbet Liga,CSKA-Sofia,0.2,False
1541,Cristian Ferreira,Attacking Midfield,22,1.5,Argentina,Liga Profesional,CA River Plate,Argentina,Liga Profesional,CA Newell's Old Boys,0.19,True
1542,Enis Destan,Centre-Forward,20,1.5,Turkey,Süper Lig,Trabzonspor,Poland,Ekstraklasa,Warta Poznan,0.075,True
1543,Armindo Sieb,Second Striker,19,1.5,Germany,Regionalliga Bayern,FC Bayern Munich II,Germany,2. Bundesliga,SpVgg Greuther Fürth,0.05,False
1544,John Souttar,Centre-Back,25,1.5,Scotland,Premiership,Heart of Midlothian FC,Scotland,Premiership,Rangers FC,0.0,False
1545,Jón Dagur Thorsteinsson,Left Winger,23,1.5,Denmark,Superligaen,Aarhus GF,Belgium,Jupiler Pro League,Oud-Heverlee Leuven,0.0,False
1546,Roman Bürki,Goalkeeper,31,1.5,Germany,Bundesliga,Borussia Dortmund,United States,Without League,St. Louis CITY SC,0.0,False
1547,Faride Alidou,Left Winger,20,1.5,Germany,2. Bundesliga,Hamburger SV,Germany,Bundesliga,Eintracht Frankfurt,0.0,False
1548,Himad Abdelli,Attacking Midfield,22,1.5,France,Ligue 2,AC Le Havre,France,Ligue 1,Angers SCO,0.0,False
1549,Eran Zahavi,Centre-Forward,34,1.5,Netherlands,Eredivisie,PSV Eindhoven,Israel,Ligat ha'Al,Maccabi Tel Aviv,0.0,False
1550,Tom Barkhuizen,Right Winger,28,1.5,England,Championship,Preston North End,England,League One,Derby County,0.0,False
1551,Giorgio Chiellini,Centre-Back,37,1.5,Italy,Serie A,Juventus FC,United States,MLS,Los Angeles FC,0.0,False
1552,Callum O'Dowda,Left Winger,27,1.5,England,Championship,Bristol City,Wales,Championship,Cardiff City,0.0,False
1553,Marlon Pack,Central Midfield,31,1.5,Wales,Championship,Cardiff City,England,League One,Portsmouth FC,0.0,False
1554,Patryk Szysz,Right Winger,24,1.5,Poland,Ekstraklasa,Zaglebie Lubin,Turkey,Süper Lig,Basaksehir FK,0.0,False
1555,Reziuan Mirzov,Left Winger,29,1.5,Russia,Premier Liga,Spartak Moscow,Russia,Premier Liga,FK Khimki,0.0,False
1556,Yuriy Gazinskiy,Central Midfield,33,1.5,Russia,Premier Liga,FK Krasnodar,Russia,Premier Liga,Ural Yekaterinburg,0.0,False
1557,Ali Alipour,Centre-Forward,26,1.5,Portugal,Liga Portugal,CS Marítimo,Portugal,Liga Portugal,Gil Vicente FC,0.0,False
1558,Soner Aydogdu,Central Midfield,31,1.5,Turkey,Süper Lig,Basaksehir FK,Turkey,Süper Lig,Antalyaspor,0.0,False
1559,Anderson Silva,Centre-Forward,24,1.5,China,Super League,Beijing Guoan,Portugal,Liga Portugal,Vitória Guimarães SC,0.0,False
1560,Alan Dzagoev,Central Midfield,32,1.5,Russia,Premier Liga,CSKA Moscow,Russia,1.Division,Rubin Kazan,0.0,False
1561,Roman Bezus,Attacking Midfield,31,1.5,Belgium,Jupiler Pro League,KAA Gent,Cyprus,Protathlima Cyta,Omonia Nicosia,0.0,False
1562,Sinan Bolat,Goalkeeper,33,1.5,Belgium,Jupiler Pro League,KAA Gent,Belgium,Jupiler Pro League,KVC Westerlo,0.0,False
1563,Yusuf Sari,Right Winger,23,1.5,Turkey,1.Lig,Caykur Rizespor,Turkey,Süper Lig,Adana Demirspor,0.0,False
1564,Anastasios Chatzigiovanis,Right Winger,25,1.5,Greece,Super League 1,Panathinaikos Athens,Turkey,Süper Lig,MKE Ankaragücü,0.0,False
1565,Filip Stojkovic,Right-Back,29,1.5,Austria,Bundesliga,Rapid Vienna,Austria,Bundesliga,LASK,0.0,False
1566,Ryan Fredericks,Right-Back,29,1.5,England,Premier League,West Ham United,England,Premier League,AFC Bournemouth,0.0,False
1567,Przemyslaw Wisniewski,Centre-Back,23,1.5,Poland,Ekstraklasa,Górnik Zabrze,Italy,Serie B,Venezia FC,0.0,False
1568,Munir,Goalkeeper,33,1.5,Turkey,Süper Lig,Hatayspor,Saudi Arabia,Professional League,Al-Wehda FC,0.0,False
1569,Marçal,Left-Back,33,1.5,England,Premier League,Wolverhampton Wanderers,Brazil,Série A,Botafogo de Futebol e Regatas,0.0,False
1570,Youssouf M'Changama,Attacking Midfield,31,1.5,France,Ligue 2,EA Guingamp,France,Ligue 1,AJ Auxerre,0.0,False
1571,Raúl Gudiño,Goalkeeper,26,1.5,Mexico,Liga MX Apertura,Deportivo Guadalajara,United States,MLS,Atlanta United FC,0.0,False
1572,Ömer Toprak,Centre-Back,32,1.5,Germany,Bundesliga,SV Werder Bremen,Turkey,Süper Lig,Antalyaspor,0.0,False
1573,Kalifa Coulibaly,Centre-Forward,31,1.5,France,Ligue 1,FC Nantes,Serbia,Super liga Srbije,Red Star Belgrade,0.0,False
1574,Ragnar Ache,Centre-Forward,23,1.5,Germany,Bundesliga,Eintracht Frankfurt,Germany,2. Bundesliga,SpVgg Greuther Fürth,0.0,True
1575,Aden Flint,Centre-Back,32,1.5,Wales,Championship,Cardiff City,England,Championship,Stoke City,0.0,False
1576,Pedrinho,Central Midfield,29,1.5,Portugal,Liga Portugal,Gil Vicente FC,Turkey,Süper Lig,MKE Ankaragücü,0.0,False
1577,Stanislav Kritsyuk,Goalkeeper,31,1.5,Russia,Premier Liga,Zenit St. Petersburg,Portugal,Liga Portugal,Gil Vicente FC,0.0,False
1578,Nemanja Miletic,Centre-Back,31,1.5,Serbia,Super liga Srbije,FK Partizan Belgrade,Cyprus,Protathlima Cyta,Omonia Nicosia,0.0,False
1579,Gabriel,Goalkeeper,29,1.5,Italy,Serie A,US Lecce,Brazil,Série A,Coritiba Foot Ball Club,0.0,False
1580,Jean-Kévin Augustin,Centre-Forward,25,1.5,France,Ligue 1,FC Nantes,Switzerland,Super League,FC Basel 1893,0.0,False
1581,Frederik Jäkel,Centre-Back,21,1.5,Germany,Bundesliga,RB Leipzig,Germany,2. Bundesliga,Arminia Bielefeld,0.0,True
1582,Burak Yilmaz,Centre-Forward,36,1.5,France,Ligue 1,LOSC Lille,Netherlands,Eredivisie,Fortuna Sittard,0.0,False
1583,Brayan Angulo,Left-Back,32,1.5,Mexico,Liga MX Apertura,Club Tijuana,Mexico,Liga MX Apertura,Deportivo Toluca,0.0,False
1584,Lazare Amani,Central Midfield,24,1.5,Belgium,Jupiler Pro League,RSC Charleroi,Belgium,Jupiler Pro League,Royale Union Saint Gilloise,0.0,False
1585,Jimmy Giraudon,Centre-Back,30,1.5,France,Ligue 1,ESTAC Troyes,France,Ligue 2,AS Saint-Étienne,0.0,False
1586,Milan Djuric,Centre-Forward,32,1.5,Italy,Serie A,US Salernitana 1919,Italy,Serie A,Hellas Verona,0.0,False
1587,Yoel Bárcenas,Right Winger,28,1.5,Mexico,Liga MX Apertura,Club Tijuana,Mexico,Liga MX Apertura,Mazatlán FC,0.0,False
1588,Ivan Ignatjev,Centre-Forward,23,1.5,Russia,1.Division,Rubin Kazan,Russia,Premier Liga,Lokomotiv Moscow,0.0,False
1589,Fernandinho,Defensive Midfield,37,1.5,England,Premier League,Manchester City,Brazil,Série A,Club Athletico Paranaense,0.0,False
1590,Marin Ljubicic,Centre-Forward,20,1.5,Croatia,SuperSport HNL,HNK Hajduk Split,Austria,Bundesliga,LASK,0.0,True
1591,George Honeyman,Attacking Midfield,27,1.5,England,Championship,Hull City,England,Championship,Millwall FC,0.0,False
1592,Ivan Santini,Centre-Forward,33,1.5,Saudi Arabia,Professional League,Al-Fateh,Switzerland,Super League,FC Zürich,0.0,False
1593,Dorgeles Nene,Centre-Forward,19,1.5,Austria,Bundesliga,Red Bull Salzburg,Belgium,Jupiler Pro League,KVC Westerlo,0.0,True
1594,Sinan Kurt,Central Midfield,27,1.5,Turkey,Süper Lig,Adana Demirspor,Turkey,1.Lig,Eyüpspor,0.0,False
1595,Yan Eteki,Central Midfield,24,1.5,Spain,LaLiga2,Granada CF,Portugal,Liga Portugal,Casa Pia AC,0.0,False
1596,Clément Vidal,Centre-Back,22,1.5,France,Ligue 1,Montpellier HSC,France,Ligue 1,AC Ajaccio,0.0,False
1597,Lukas Sadilek,Attacking Midfield,26,1.5,Czech Republic,Fortuna Liga,1.FC Slovacko,Czech Republic,Fortuna Liga,AC Sparta Prague,0.0,False
1598,César Pinares,Attacking Midfield,31,1.5,Turkey,1.Lig,Altay SK,Chile,Primera División,CD Universidad Católica,0.0,False
1599,David Barbona,Left Winger,27,1.5,Mexico,Liga MX Apertura,Club Tijuana,Mexico,Liga MX Apertura,Querétaro FC,0.0,True
1600,Gavin Kilkenny,Central Midfield,22,1.5,England,Premier League,AFC Bournemouth,England,Championship,Stoke City,0.0,True
1601,Simon Adingra,Left Winger,20,1.5,England,Premier League,Brighton & Hove Albion,Belgium,Jupiler Pro League,Royale Union Saint Gilloise,0.0,True
1602,Riccardo Ciervo,Left Winger,20,1.5,Italy,Serie A,US Sassuolo,Italy,Serie B,Frosinone Calcio,0.0,True
1603,Rómulo Otero,Attacking Midfield,29,1.5,Mexico,Liga MX Apertura,CD Cruz Azul,Brazil,Série A,Fortaleza Esporte Clube,0.0,False
1604,Maya Yoshida,Centre-Back,33,1.5,Italy,Serie A,UC Sampdoria,Germany,Bundesliga,FC Schalke 04,0.0,False
1605,Steven Sessegnon,Right-Back,22,1.5,England,Premier League,Fulham FC,England,League One,Charlton Athletic,0.0,True
1606,Steve Mandanda,Goalkeeper,37,1.5,France,Ligue 1,Olympique Marseille,France,Ligue 1,Stade Rennais FC,0.0,False
1607,Ivan Saranic,Right Winger,19,1.5,Croatia,SuperSport HNL,GNK Dinamo Zagreb,Slovenia,Prva Liga,NK Bravo,0.0,True
1608,John Mary,Centre-Forward,29,1.5,Saudi Arabia,Professional League,Al-Shabab Club (Riyadh),Japan,J1 League,Avispa Fukuoka,0.0,False
1609,Leonardo Sernicola,Left-Back,24,1.5,Italy,Serie A,US Sassuolo,Italy,Serie A,US Cremonese,0.0,False
1610,Zé Carlos,Right-Back,23,1.5,Portugal,Liga Portugal,SC Braga,Spain,LaLiga2,UD Ibiza,0.0,True
1611,Rey Manaj,Centre-Forward,25,1.5,Spain,LaLiga,FC Barcelona,England,Championship,Watford FC,0.0,False
1612,Iñigo Vicente,Left Winger,24,1.5,Spain,LaLiga,Athletic Bilbao,Spain,LaLiga2,Racing Santander,0.0,False
1613,Denys Favorov,Right-Back,31,1.5,Ukraine,Premier Liga,Zorya Lugansk,Poland,3 Liga - Group IV,Wieczysta Krakow,0.0,False
1614,Rubén Yáñez,Goalkeeper,28,1.5,Spain,LaLiga,Getafe CF,Spain,LaLiga2,Málaga CF,0.0,False
1615,Mitchell Weiser,Right-Back,28,1.5,Germany,Bundesliga,Bayer 04 Leverkusen,Germany,Bundesliga,SV Werder Bremen,0.0,False
1616,Malik Tillman,Attacking Midfield,20,1.5,Germany,Bundesliga,Bayern Munich,Scotland,Premiership,Rangers FC,0.0,True
1617,Benoît Costil,Goalkeeper,35,1.5,France,Ligue 2,FC Girondins Bordeaux,France,Ligue 1,AJ Auxerre,0.0,False
1618,Riad Bajić,Centre-Forward,28,1.5,Italy,Serie A,Udinese Calcio,Turkey,Süper Lig,Giresunspor,0.0,False
1619,Óscar Vanegas,Centre-Back,26,1.5,Mexico,Liga MX Apertura,Deportivo Toluca,Colombia,Liga DIMAYOR II,Millonarios FC,0.0,False
1620,Alonso Aceves,Left-Back,21,1.5,Mexico,Liga MX Apertura,CF Pachuca,Spain,LaLiga2,Real Oviedo,0.0,True
1621,Sergi Enrich,Centre-Forward,32,1.5,Spain,LaLiga2,SD Ponferradina,Spain,LaLiga2,Real Oviedo,0.0,False
1622,Moussa Wagué,Right-Back,23,1.5,Spain,LaLiga,FC Barcelona,Croatia,SuperSport HNL,HNK Gorica,0.0,False
1623,Luis Binks,Centre-Back,20,1.5,Italy,Serie A,Bologna FC 1909,Italy,Serie B,Como 1907,0.0,True
1624,Davide Diaw,Centre-Forward,30,1.5,Italy,Serie A,AC Monza,Italy,Serie B,Modena FC,0.0,True
1625,Luiz Phellype,Centre-Forward,28,1.5,Portugal,Liga Portugal,Sporting CP,Japan,J1 League,FC Tokyo,0.0,True
1626,Cristo González,Centre-Forward,24,1.5,Italy,Serie A,Udinese Calcio,Spain,LaLiga2,Sporting Gijón,0.0,True
1627,Nicholas Gioacchini,Centre-Forward,21,1.5,France,Ligue 2,SM Caen,United States,MLS,Orlando City SC,0.0,False
1628,Marcelo Flores,Attacking Midfield,18,1.5,England,Premier League 2,Arsenal FC U21,Spain,LaLiga2,Real Oviedo,0.0,True
1629,Victor Lobry,Attacking Midfield,27,1.5,France,Ligue 2,Pau FC,France,Ligue 2,AS Saint-Étienne,0.0,False
1630,Samuel Owusu,Right Winger,26,1.5,Saudi Arabia,Professional League,Al-Fayha FC,Serbia,Super liga Srbije,FK Cukaricki,0.0,False
1631,Vitolo,Left Winger,32,1.5,Spain,LaLiga,Atlético de Madrid,Spain,LaLiga2,UD Las Palmas,0.0,True
1632,Dwight Gayle,Centre-Forward,32,1.5,England,Premier League,Newcastle United,England,Championship,Stoke City,0.0,False
1633,Jandro Orellana,Defensive Midfield,21,1.5,Spain,Primera Federación - Gr. II,FC Barcelona Atlètic,Andorra,LaLiga2,FC Andorra,0.0,False
1634,Gabaski,Goalkeeper,33,1.5,Egypt,Premier League,Zamalek SC,Egypt,Premier League,Bank El Ahly,0.0,False
1635,Alonso Escoboza,Left-Back,29,1.5,Mexico,Liga MX Apertura,CF América,Mexico,Liga MX Apertura,CD Cruz Azul,0.0,False
1636,Michael Folorunsho,Central Midfield,24,1.5,Italy,Serie A,SSC Napoli,Italy,Serie B,SSC Bari,0.0,True
1637,Tiago Gouveia,Right Winger,21,1.5,Portugal,Liga Sabseg,SL Benfica B,Portugal,Liga Portugal,GD Estoril Praia,0.0,True
1638,Arthur Okonkwo,Goalkeeper,20,1.5,England,Premier League 2,Arsenal FC U21,England,League Two,Crewe Alexandra,0.0,True
1639,Fábio Gomes,Centre-Forward,25,1.5,Brazil,Série A,Clube Atlético Mineiro,Brazil,Série B,Club de Regatas Vasco da Gama,0.0,True
1640,Andre Poko,Defensive Midfield,29,1.5,Turkey,1.Lig,Altay SK,Saudi Arabia,Professional League,Al-Khaleej,0.0,False
1641,Cote,Left-Back,32,1.5,Spain,LaLiga,CA Osasuna,Spain,LaLiga2,Sporting Gijón,0.0,False
1642,Marcinho,Right-Back,26,1.5,Cyprus,Protathlima Cyta,Pafos FC,Brazil,Série B,Esporte Clube Bahia,0.0,True
1643,Jonas Toró,Left Winger,23,1.5,Brazil,Série A,São Paulo Futebol Clube,Greece,Super League 1,Panathinaikos Athens,0.0,False
1644,Braian Ojeda,Central Midfield,22,1.5,England,Premier League,Nottingham Forest,United States,MLS,Real Salt Lake City,0.0,True
1645,Lenny Pintor,Left Winger,21,1.5,France,Ligue 1,Olympique Lyon,France,Ligue 2,AS Saint-Étienne,0.0,False
1646,Sergio Carreira,Right-Back,21,1.5,Spain,LaLiga,Celta de Vigo,Spain,LaLiga2,Villarreal CF B,0.0,True
1647,Kyle Duncan,Right-Back,24,1.5,Belgium,Jupiler Pro League,KV Oostende,United States,MLS,New York Red Bulls,0.0,True
1648,Lautaro Blanco,Left-Back,23,1.5,Spain,LaLiga,Elche CF,Argentina,Liga Profesional,CA Rosario Central,0.0,True
1649,Fede San Emeterio,Central Midfield,25,1.5,Spain,LaLiga,Real Valladolid CF,Spain,LaLiga,Cádiz CF,0.0,False
1650,Joel Robles,Goalkeeper,32,1.5,Spain,LaLiga,Real Betis Balompié,England,Premier League,Leeds United,0.0,False
1651,Douglas Tanque,Centre-Forward,28,1.5,United Arab Emirates,UAE Pro League,Khor Fakkan,Turkey,1.Lig,Samsunspor,0.0,False
1652,Alexandru Matan,Attacking Midfield,22,1.5,United States,MLS,Columbus Crew,Romania,SuperLiga,FC Rapid 1923,0.0,True
1653,Arturo Calabresi,Right-Back,26,1.5,Italy,Serie A,US Lecce,Italy,Serie B,Pisa Sporting Club,0.0,False
1654,Arnór Ingvi Traustason,Left Winger,29,1.5,United States,MLS,New England Revolution,Sweden,Allsvenskan,IFK Norrköping,0.0,False
1655,Mark Diemers,Central Midfield,28,1.5,Netherlands,Eredivisie,Feyenoord Rotterdam,Netherlands,Eredivisie,FC Emmen,0.0,True
1656,Salvatore Sirigu,Goalkeeper,35,1.5,Italy,Serie B,Genoa CFC,Italy,Serie A,SSC Napoli,0.0,False
1657,Andrea Favilli,Centre-Forward,25,1.5,Italy,Serie B,Genoa CFC,Italy,Serie B,Ternana Calcio,0.0,True
1658,Adrián Marín,Left-Back,25,1.5,Spain,LaLiga2,Granada CF,Portugal,Liga Portugal,Gil Vicente FC,0.0,False
1659,Nahuel Ferraresi,Centre-Back,23,1.5,England,Premier League 2,Manchester City U21,Brazil,Série A,São Paulo Futebol Clube,0.0,True
1660,Mateus Sarará,Defensive Midfield,20,1.5,Brazil,Série B,Grêmio Foot-Ball Porto Alegrense,Brazil,Série A,Avaí Futebol Clube (SC),0.0,True
1661,Cristian Ortíz,Left Winger,29,1.5,Mexico,Liga MX Apertura,Club Tijuana,Argentina,Liga Profesional,Defensa y Justicia,0.0,True
1662,Cristian Ortíz,Left Winger,29,1.5,Mexico,Liga MX Apertura,Club Tijuana,Argentina,Liga Profesional,Defensa y Justicia,0.0,True
1663,Gaspar Campos,Left Winger,22,1.5,Spain,LaLiga2,Sporting Gijón,Spain,LaLiga2,Burgos CF,0.0,True
1664,Liam Delap,Centre-Forward,19,1.5,England,Premier League 2,Manchester City U21,England,Championship,Stoke City,0.0,True
1665,Federico Proia,Central Midfield,26,1.5,Italy,Serie C - A,LR Vicenza,Italy,Serie B,SPAL,0.0,True
1666,Luther Singh,Left Winger,25,1.5,Denmark,Superligaen,FC Copenhagen,Portugal,Liga Portugal,GD Chaves,0.0,True
1667,Islam Slimani,Centre-Forward,34,1.5,Portugal,Liga Portugal,Sporting CP,France,Ligue 1,Stade Brestois 29,0.0,False
1668,Kevin Strootman,Central Midfield,32,1.5,France,Ligue 1,Olympique Marseille,Italy,Serie B,Genoa CFC,0.0,True
1669,Brahima Ouattara,Attacking Midfield,19,1.5,France,N 3 - Corse-Méditer.,OGC Nice B,Switzerland,Challenge League,Neuchâtel Xamax FCS,0.0,False
1670,Jordi Mboula,Right Winger,23,1.5,Spain,LaLiga,RCD Mallorca,Spain,LaLiga2,Racing Santander,0.0,True
1671,Recep Niyaz,Attacking Midfield,27,1.5,Turkey,Süper Lig,Gaziantep FK,Turkey,1.Lig,Eyüpspor,0.0,False
1672,Germán Valera,Right Winger,20,1.5,Spain,Segunda Federación - Gr. V,Atlético de Madrid B,Andorra,LaLiga2,FC Andorra,0.0,True
1673,Antonio Barreca,Left-Back,27,1.5,Monaco,Ligue 1,AS Monaco,Italy,Serie B,Cagliari Calcio,0.0,False
1674,Yayah Kallon,Right Winger,21,1.5,Italy,Serie B,Genoa CFC,Italy,Serie A,Hellas Verona,0.0,True
1675,Marko Tolic,Attacking Midfield,26,1.5,Croatia,SuperSport HNL,GNK Dinamo Zagreb,Slovenia,Prva Liga,NK Maribor,0.0,True
1676,Naby Sarr,Centre-Back,29,1.5,England,Championship,Huddersfield Town,England,Championship,Reading FC,0.0,False
1677,Léo Sena,Defensive Midfield,26,1.5,Italy,Serie A,Spezia Calcio,Brazil,Série A,Goiás Esporte Clube,0.0,False
1678,Szabolcs Schön,Left Winger,21,1.5,United States,MLS,FC Dallas,Hungary,NB I.,MOL Fehérvár FC,0.0,False
1679,Peru Nolaskoain,Defensive Midfield,23,1.5,Spain,LaLiga,Athletic Bilbao,Spain,LaLiga2,SD Eibar,0.0,True
1680,Ahmad Benali,Central Midfield,30,1.5,Italy,Serie C - C,FC Crotone,Italy,Serie B,Brescia Calcio,0.0,False
1681,Roberto Insigne,Right Winger,28,1.5,Italy,Serie B,Benevento Calcio,Italy,Serie B,Frosinone Calcio,0.0,False
1682,Felipe Caicedo,Centre-Forward,33,1.5,Italy,Serie B,Genoa CFC,Saudi Arabia,Professional League,Abha Club,0.0,False
1683,Guido Carrillo,Centre-Forward,31,1.5,Spain,LaLiga,Elche CF,China,Super League,Henan Songshan Longmen,0.0,False
1684,Simen Jukleröd,Left-Back,28,1.5,Belgium,Jupiler Pro League,KRC Genk,Norway,Eliteserien,Vålerenga Fotball,0.0,False
1685,Mateusz Bogusz,Attacking Midfield,21,1.5,England,Premier League,Leeds United,Spain,LaLiga2,UD Ibiza,0.0,True
1686,Ante Palaversa,Central Midfield,22,1.5,England,Premier League,Manchester City,France,Ligue 1,ESTAC Troyes,0.0,False
1687,Amin Younes,Left Winger,29,1.5,Saudi Arabia,Professional League,Ettifaq FC,Netherlands,Eredivisie,FC Utrecht,0.0,True
1688,Saido Berahino,Centre-Forward,29,1.5,England,League One,Sheffield Wednesday,Cyprus,Protathlima Cyta,AEL Limassol,0.0,False
1689,Peter Zulj,Central Midfield,29,1.5,Turkey,Süper Lig,Basaksehir FK,China,Super League,Changchun Yatai,0.0,False
1690,Simy,Centre-Forward,30,1.5,Italy,Serie A,US Salernitana 1919,Italy,Serie B,Benevento Calcio,0.0,True
1691,Rick van Drongelen,Centre-Back,23,1.5,Germany,Bundesliga,1.FC Union Berlin,Germany,2. Bundesliga,FC Hansa Rostock,0.0,True
1692,Aurélien Scheidler,Centre-Forward,24,1.5,France,Ligue 2,Dijon FCO,Italy,Serie B,SSC Bari,0.0,False
1693,Matija Nastasić,Centre-Back,29,1.5,Italy,Serie A,ACF Fiorentina,Spain,LaLiga,RCD Mallorca,0.0,False
1694,Check Oumar Diakité,Central Midfield,19,1.5,France,Ligue 2,Paris FC,France,Ligue 2,AC Le Havre,0.0,True
1695,Federico Fernández,Centre-Back,33,1.5,England,Premier League,Newcastle United,Spain,LaLiga,Elche CF,0.0,False
1696,Terence Kongolo,Centre-Back,28,1.5,England,Premier League,Fulham FC,France,Ligue 2,AC Le Havre,0.0,True
1697,Juanjo Narváez,Centre-Forward,27,1.5,Spain,LaLiga2,Real Zaragoza,Spain,LaLiga,Real Valladolid CF,0.0,False
1698,Mehdi Zerkane,Right Winger,23,1.5,France,Ligue 2,FC Girondins Bordeaux,Greece,Super League 1,OFI Crete FC,0.0,True
1699,Christopher Scott,Attacking Midfield,20,1.2,Germany,Regionalliga Bayern,FC Bayern Munich II,Belgium,Jupiler Pro League,Royal Antwerp FC,1.4,False
1700,Kerem Atakan Kesgin,Central Midfield,21,1.0,Turkey,Süper Lig,Sivasspor,Turkey,Süper Lig,Besiktas JK,1.4,False
1701,Jesse Joronen,Goalkeeper,29,1.4,Italy,Serie B,Brescia Calcio,Italy,Serie B,Venezia FC,1.25,False
1702,Nahuel Estévez,Central Midfield,26,1.4,Italy,Serie C - C,FC Crotone,Italy,Serie B,Parma Calcio 1913,1.0,False
1703,Mirko Pigliacelli,Goalkeeper,29,1.4,Romania,SuperLiga,Universitatea Craiova,Italy,Serie B,Palermo FC,0.5,False
1704,Juan Pablo Álvarez,Right Winger,26,1.4,Argentina,Liga Profesional,CA Banfield,Argentina,Liga Profesional,CA Colon,0.285,True
1705,Luigi Sepe,Goalkeeper,31,1.4,Italy,Serie B,Parma Calcio 1913,Italy,Serie A,US Salernitana 1919,0.0,False
1706,Tatsuhiro Sakamoto,Right Midfield,25,1.4,Japan,J1 League,Cerezo Osaka,Belgium,Jupiler Pro League,KV Oostende,0.0,False
1707,Pablo Aguilar,Centre-Back,35,1.4,Mexico,Liga MX Apertura,CD Cruz Azul,Paraguay,Primera División Clausura,Club Libertad Asunción,0.0,False
1708,Dor Peretz,Defensive Midfield,27,1.4,Italy,Serie B,Venezia FC,Israel,Ligat ha'Al,Maccabi Tel Aviv,0.0,False
1709,Muhammet Demir,Centre-Forward,30,1.4,Turkey,Süper Lig,Gaziantep FK,Turkey,Süper Lig,Konyaspor,0.0,False
1710,Tyronne Ebuehi,Right-Back,26,1.4,Portugal,Liga Sabseg,SL Benfica B,Italy,Serie A,FC Empoli,0.0,False
1711,Fabio Maistro,Central Midfield,24,1.4,Italy,Serie A,SS Lazio,Italy,Serie B,SPAL,0.0,False
1712,Kevin Varga,Left Winger,26,1.4,Turkey,Süper Lig,Kasimpasa,Turkey,Süper Lig,Hatayspor,0.0,False
1713,Daniele Baselli,Central Midfield,30,1.4,Italy,Serie B,Cagliari Calcio,Italy,Serie B,Como 1907,0.0,False
1714,José Kanté,Centre-Forward,31,1.4,Kazakhstan,Premier Liga,Kairat Almaty,China,Super League,Cangzhou Mighty Lions,0.0,False
1715,Kenan Karaman,Centre-Forward,28,1.4,Turkey,Süper Lig,Besiktas JK,Germany,Bundesliga,FC Schalke 04,0.0,False
1716,Claud Adjapong,Right-Back,24,1.4,Italy,Serie A,US Sassuolo,Italy,Serie B,Ascoli Calcio,0.0,False
1717,Federico Barba,Centre-Back,29,1.4,Italy,Serie B,Benevento Calcio,Italy,Serie B,Pisa Sporting Club,0.0,False
1718,Diogo Abreu,Central Midfield,19,0.0,Portugal,Without League,FC Porto U19,Portugal,Without League,Sporting CP B,1.3,False
1719,Marko Raguz,Centre-Forward,24,0.8,Austria,Bundesliga,LASK,Austria,Bundesliga,Austria Vienna,1.3,False
1720,Mateusz Wieteska,Centre-Back,25,1.3,Poland,Ekstraklasa,Legia Warszawa,France,Ligue 1,Clermont Foot 63,1.3,False
1721,Jakub Piotrowski,Central Midfield,24,0.8,Germany,2. Bundesliga,Fortuna Düsseldorf,Bulgaria,efbet Liga,Ludogorets Razgrad,1.3,False
1722,Jewison Bennette,Left Winger,18,0.275,Costa Rica,Primera División Apertura,CS Herediano,England,Championship,Sunderland AFC,1.3,False
1723,Darko Nejasmic,Defensive Midfield,23,1.3,Croatia,SuperSport HNL,HNK Hajduk Split,Croatia,SuperSport HNL,NK Osijek,1.25,False
1724,Ransford-Yeboah Königsdörffer,Right Winger,20,1.3,Germany,3. Liga,SG Dynamo Dresden,Germany,2. Bundesliga,Hamburger SV,1.2,False
1725,Tobias Mohr,Left Winger,26,1.3,Germany,2. Bundesliga,1.FC Heidenheim 1846,Germany,Bundesliga,FC Schalke 04,1.0,False
1726,Mahamé Siby,Defensive Midfield,26,1.3,France,Ligue 1,RC Strasbourg Alsace,Sweden,Allsvenskan,Malmö FF,1.0,False
